ticket_id,created_at,customer_id,order_id,product_sku,category,ai_category,ai_confidence,ai_review_required,assigned_team,status,channel,customer_message,agent_notes
TK-240038,2024-08-28 09:56,C102311,VR890924,VA-EB-PL1,Billing & Payments,Billing & Payments,0.8590080810549089,False,Billing,resolved,chat,"product: the pulse buds
order: vr890924
purchased: 24 aug
issue: i haven't received my order, payment was done on 24/08
tried: called the couriier
expected: fix","cx paid fine, parcel stuck. sending to logistics team. Cx reported shipment not rcvd. Raised ticket with crr partner. Transferred to Logistics. RTO confirmed, reshipped. Case closed with cx consent. ~Imran"
TK-240039,2024-09-01 15:35,C103668,VR901284,VA-SW-FIT,Billing & Payments,Billing & Payments,0.5482074348866443,True,Billing,resolved,chat,"Really frustrating. Got my Nexa Fit bad from vireo.in recently. teh amount got deducted and since then total silence, no update, nothing at my door. I already checked with neighbours. This is the last tme I buy froom you.","re: ord not delivered | raised ticket with courier partner -> coourier conf delivery for 02 sep, cx informed //HAR"
TK-240041,2024-09-04 14:11,C104101,VR894720,VA-EB-PL1,Billing & Payments,Billing & Payments,0.6936276256610282,False,Billing,resolved,email,"Dear Sir/Madam,

I am writing with reference to my order of the Pulse buds (VR894720) plaed on 21/08. Order not delivered, tracking not updating. I have checked the tracking page daily. I request you to kindly arrange a replacement.

Yours faithfully,
Riya Ansari
Jaipur","Not a billing issue - delivery query, transferring to logistics. re: shipment not received | checked awb with courier -> re-shipped from warehouse | xfer logistics"
TK-240042,2024-09-08 15:30,C107267,VR907071,VA-EB-PL1,Billing & Payments,Billing & Payments,0.4697027973907282,True,Billing,resolved,chat,"Hi Vireo support, Thsi is regarding my Pulse.  Order not delivered, tracking not updating. I called the courier. I want my money back. Regards",refund initiated as lost in transit. issue: dlvry delayed. raised ticket w/ courier partner. via logistics.
TK-240043,2024-09-09 22:38,C104054,VR900636,VA-EB-PL1,Billing & Payments,Billing & Payments,0.5070815253547195,True,Billing,resolved,chat,"hi sir
paymet done, oredr status has not movd since 01 sep
kal se
the pluse buds
pls reply","rto confirmed, reshipped. issue: dlvry delayed. confirmed address w/ cx. ~Megha"
TK-240044,2024-09-10 13:39,C106566,,VA-SP-ORB,Billing & Payments,Billing & Payments,0.8828740009562571,False,Billing,resolved,chat,"hi
transaction done, where is my stuff","cx paid fine, parcel stuck. sending to logistics team. Courier conf dlvry for 11 Sep, cx informed. Issue: order not delivered. Checked AWB w/ courier. Via Logistics. [closed]"
TK-240045,2024-09-10 20:45,C103555,VR892921,VA-HP-ST2,Billing & Payments,Billing & Payments,0.5151848003095882,True,Billing,closed,social,"to the vireo customer care team,

i am writing with reference to my order of strata 2 (vr892921) placed on 02-09-2024. transaction done, where is my stuff. i have called the courier. i request you to kinly arrange a replacement.

regards,
mohammed chatterjee
kochi","Ticket raised for order not delivered. Raised ticket with courier partner. Transferred to Logistics. RTO conf, reshipped. Cx satisfied on chat. (SOP 2.7) ~Imran"
TK-240047,2024-09-11 22:21,C106234,VR909286,VA-NB-ARC,Billing & Payments,Billing & Payments,0.7452350641544926,False,Billing,resolved,chat,Not what I expected from Vireo.  Order VR909286 (my Arc). money went out of my account 7 days ago and I have nothing in hand. I already called the courier. Fix this or I am posting on twitter,cx reached out - shipment not rcvd. Raised ticket with crr partner. xfer to Logistics. Re-shipped from warehouse.
TK-240048,2024-09-12 21:49,C103951,,VA-SW-NX1,Billing & Payments,Billing & Payments,0.8287192685355219,False,Billing,resolved,chat,"Product: Nexa watch
Purchased: 01/09
Issue: my order has not been delivered yet
Tried: checked with neighbours
Expected: fix","payment ok. shipment issue. -> logistics Contact re shipment not rcvd. Raised ticket w/ courier partner. Transferred to Logistics. RTO conf, reshipped. Case closed w/ cx consent. (SOP 2.7) ~Imran"
TK-240049,2024-09-13 11:27,C103350,VR896211,VA-EB-PL1,Billing & Payments,Billing & Payments,0.9231536571031198,False,Billing,resolved,chat,"This is very disappointing. Got Pulse earbuds from Amazon last week. 12 days since payment, u have no idea where it is & neither do I. I already chcked w/ neighbours. Fix this or I am posting on twitter","payment confirmed on PG, this is a delivery delay. xfer logistics. delivery delayed | confirmed address with cx -> re-shipped from warehouse | xfer logistics"
TK-240050,2024-09-14 13:35,C107897,,VA-EB-PL1,Billing & Payments,Billing & Payments,0.8993680299938632,False,Billing,resolved,social,"hi
rs debited on 02/09, still empty handed
the pulse buds","Bot tagged as billing, actually shipment issue. Moved to Logistics. re: shipment not rcvd | chk awb w/ courier -> re-shipped from warehouse | xfer logistics (SOP 3.1) ~Imran"
TK-240051,2024-09-14 16:24,C103530,VR880379,VA-EB-PL1,Billing & Payments,Billing & Payments,0.4469686045707546,True,Billing,resolved,chat,"Product: the Pulse buds
Order: VR880379
Purchased: 01 Sep
Issue: I haven't received my order, payment was done on 01/09
Tried: checked the tracking page dailly
Expected: callback","Reported: delivery delayed. Confirmed address with cx. RTO confirmed, reshipped. Cx informed."
TK-240052,2024-09-15 18:17,C107673,VR895233,VA-SW-FIT,Billing & Payments,Billing & Payments,0.7771343381844741,False,Billing,resolved,chat,"Pathetic experience honestly. Nexa Fit purchased last month, order VR895233. paid but package not delivered even after 15 days. I already checked with neighbours. Escalate this to someone senior.","misrouted - dlvry. xfer. cx states dlvry delayed. conf address w/ cx. xfer to logistics. rfnd approved, rs 1999, 5-7 workng days."
TK-240054,2024-09-17 13:53,C100144,,VA-EB-AIR,Billing & Payments,Billing & Payments,0.8406865629263619,False,Billing,resolved,chat,"helol
paid via upi on 11 sep. 8 days. nothing.
hello??","cx paid fine, parcel stuck. sending to logistics team. Reported: shipment not received. Confirmed address with cx. Transferred to Logistics. crr confirmed delivery for 18 Sep, cx informed. Will monitor. (SOP 2.7) ~Imran"
TK-240055,2024-09-17 20:47,C105983,,VA-HP-ST2,Billing & Payments,Billing & Payments,0.40447539270057237,True,Billing,resolved,chat,"i haven't received my order, payment was done on 10/09","dlvry delayed | conf address with cx -> courier conf dvlry for 22 sep, cx informed"
TK-240056,2024-09-18 19:04,C100270,VR884580,VA-AC-CBL,Billing & Payments,Billing & Payments,0.710408102352302,False,Billing,resolved,chat,"hi,
tihs is regarding braided cable. rs debited on 07/09, still empty handed.
i called the courier.
please resolve asap.
thank you, karan mukherjee","order not delivered | raised ticket with courier partner -> courier confirmed delivery for 24 sep, cx informed | xfer logistics"
TK-240057,2024-09-18 22:59,C106836,VR890594,VA-HP-ST2,Billing & Payments,Billing & Payments,0.490566137112213,True,Billing,closed,chat,"product: my strata 2 headphones
order: vr890594
purchased: 08-09-2024
issue: paid but package not delivered even after 5 days
tried: checked the tracking page daily
expected: refund",Customer states shipmennt not recieved. Checked AWB with courier. Re-shipped from warehouse. Follow-up not required. (SOP 3.1)
TK-240059,2024-09-20 09:13,C107790,VR891547,VA-EB-AIR,Billing & Payments,Billing & Payments,0.9692224421677369,False,Billing,resolved,chat,"paid, confirmed, then nothing. 6 days and counting, VR891547","Bot tagged as billing, actually shipment issue. Moved to Logistics. Reported: order not delivered. Raised ticket with crr partner. xfer to Logistics. rfnd initiated as lost in transit. [closed]"
TK-240060,2024-09-20 13:51,C101795,VR906647,VA-EB-AIR,Billing & Payments,Billing & Payments,0.8737186207923571,False,Billing,closed,chat,"product: the airlite buds
order: vr906647
purchased: 10/09
issue: paid but package not delivered even after 11 days
tried: called the courier
expected: refund","payment ok. shipment issue. -> logistics courier confirmed dlvry for 25 sep, cx informed. issue: dlvry delayed. raised ticket w/ courier partner. via logistics."
TK-240061,2024-09-21 15:29,C100879,VR897261,VA-SW-FIT,Billing & Payments,Billing & Payments,0.471529868950129,True,Billing,resolved,email,"pathetic experience honestly. teh fit band purchased last month, order vr897261. i haven't received my order, payment was done on 07 sep. i already checked the tracking page daily. escalate thiis to someone senior.",shipment not rcvd | raised ticket w/ crr partner -> re-shipped from warehouse //HAR
TK-240063,2024-09-24 19:27,C101625,VR891850,VA-EB-AIR,Billing & Payments,Billing & Payments,0.5037243655555672,True,Billing,resolved,chat,"honestly regretting this purchase.  bought the airlite buds around september 12 from vireo.in. order not delivered, tracking not updating. i already checked the tracking page daily. this is the lats time i buy from you.","Cx reported shipment not rcvd. Raised ticket with courier partner. xfer to Logistics. Courier conf delivery for 28 Sep, cx informed. Closing. (SOP 5.4) ~Imran"
TK-240064,2024-09-25 18:50,C108286,,VA-EB-PL1,Billing & Payments,Billing & Payments,0.533616815725736,True,Billing,resolved,email,"this is very disappointing. bought pulse earbuds around 12 sep from flipkart. i haven't received my order, payment was done on 12 sep. i already checked the tarcking page daily. fix this or i am posting on twitter",refund initiated as lost in transit. issue: delivery delayed. checked awb w/ crr. ~Megha
TK-240065,2024-09-26 10:51,C101889,,VA-SP-ORB,Billing & Payments,Billing & Payments,0.6279679475647862,False,Billing,resolved,email,"Product: the Orbit smart speaker
Purchased: September 20
Issue: paid, confirmed, then nothing.  6 days and counting
Tried: checked the tracking page daily
Expected: resolution",- ~Megha
TK-240066,2024-09-27 10:23,C101004,VR895157,VA-EB-PL1,Billing & Payments,Billing & Payments,0.8813229874546552,False,Billing,open,email,"payment successful but order not delivered, vr895157","ticket raised for ord not delivered. checked awb with crr. xfer to logistics. crr conf dlvry for 01 oct, cx informed."
TK-240067,2024-09-27 18:42,C100198,VR897643,VA-AC-CBL,Billing & Payments,Billing & Payments,0.9292637236025058,False,Billing,resolved,email,"hi
my order has not been delivered yet
urgent","payment confirmed on PG, this is a delivery delay. xfer logistics. order not delivered | raised ticket with courier partner -> courier confirmed delivery for 28 sep, cx informed | xfer logistics"
TK-240069,2024-09-27 22:39,C108869,VR898709,VA-EB-AIR,Billing & Payments,Billing & Payments,0.8213282120683163,False,Billing,resolved,email,"Dear Sir/Madam,

I am writing with reference to my order of AirLite (VR898709) placed on 18-09-2024. Order not delivered, tracking not updating. I have called the courier. I request you to kindly arrange a replacement.

Yours faithfully,
Kavya Patel
Jaipur","payment confirmed on PG, this is a delivery delay. xfer logistics. Cx reported ord not delivered. Raised ticket with crr partner. xfer to Logistics. Refund initiated as lost in transit. Follow-up not required."
TK-240070,2024-09-30 11:56,C103774,VR903173,VA-EB-PL1,Billing & Payments,Billing & Payments,0.9129901664379642,False,Billing,open,chat,"I haven't received my order, payment was done on 21 Sep","cx paid fine, parcel stuck. sending to logistics team. cx: dlvry delayed | raised ticket w/ courier partner -> re-shipped from warehouse | xfer logistics"
TK-240072,2024-10-06 15:41,C102012,VR885669,VA-SP-ORB,Billing & Payments,Delivery & Shipping,0.39921791828983033,True,Billing,resolved,email,ordered orbit speaker recently. my order has not been delivered yet. i checked the tracking page daily. nothing changed. please advise.,Customer reached out - oredr not delivered. Raised ticket with coureir partner. Full refund processed (5699). Case closed with cx consent. (SOP 4.2)
TK-240073,2024-10-06 21:43,C102985,,VA-EB-PL1,Billing & Payments,Billing & Payments,0.7522385922881639,False,Billing,resolved,chat,"Honestly regretting this purchase. Bought my Pulse around 30-09-2024 from vireo.in. transaction done, where is my stuff. I already checked with neighbours. Refund. Now","RTO confirmed, reshipped. Issue: delivery delayed. Confirmed adress w/ cx. Via Logistics. (SOP 4.2) [closed]"
TK-240075,2024-10-07 19:07,C105586,,VA-AC-CH65,Billing & Payments,Billing & Payments,0.8739983663403667,False,Billing,resolved,email,"hii
11 days since payment, you have no idea where it is and neither do i
your charger",Reported: ord not delivered. Checked AWB w/ courier. xfer to Logistics. rfnd initiated as lost in transit. Follow-up not required. ~Imran
TK-240076,2024-10-08 10:55,C100216,,VA-SP-ORB,Billing & Payments,Billing & Payments,0.7376671587223433,False,Billing,resolved,chat,"Product: my Orbit
Purchased: 03 Oct
Issue: I haven't received my order, payment was done on 03/10
Tried: called the courier
Expected: fix","cust contacted re ord not delivered. raised ticket with crr partner. xfer to logistics. rto conf, reshipped."
TK-240077,2024-10-08 12:51,C106359,VR902508,VA-SP-ORB,Billing & Payments,Billing & Payments,0.2982068302379566,True,Billing,closed,chat,"Hi there, Ordered the Orbit smart speaker 3 weeks back. I haven't received my order, payment was done on 24/09. I checked with neighbours. Nothing changed. Pathetic experience honestly. Waiting for your reply. Regards Payal",rslvd on call (SOP 5.4)
TK-240079,2024-10-09 09:38,C101967,VR887472,VA-EB-AIR,Billing & Payments,Billing & Payments,0.8894126657804544,False,Billing,closed,social,"the amount got deducted and since then total silence, no update, nothing at my door, VR887472",misrouted - dlvry. xfer. Re-shipped from warehouse. Issue: dlvry delayed. conf address with cx. Via Logistics. [closed]
TK-240080,2024-10-10 12:04,C101342,,VA-SW-NX1,Billing & Payments,Billing & Payments,0.504070347451953,True,Billing,closed,email,"hey
order not delivered, tracking not updating
pls reply","courier confirmed dlvry for 11 oct, cx informed. issue: dlvry delayed. confirmed address w/ cx. ~Megha"
TK-240082,2024-10-11 08:00,C104027,VR885398,VA-SW-FIT,Billing & Payments,Billing & Payments,0.7522981276560197,False,Billing,resolved,social,"I have been a loyal customer and this is how you treat me.  This is regarding the fit band. order not delivered, tracking not updating. I already checked the tracking page daily. This is the last time I buy from you.","Not a billing issue - delivery query, transferring to logistics. Full refund processed (1999). Issue: order not delivered. chk AWB w/ crr. Via Logistics. [closed]"
TK-240083,2024-10-11 12:40,C102113,,VA-EB-PL1,Billing & Payments,Billing & Payments,0.6981913685423082,False,Billing,resolved,chat,"hello
payment successful but order not delivered
pulse earbuds",misrouted - delivery. xfer. cx ok
TK-240084,2024-10-11 19:40,C105401,VR904924,VA-EB-PL1,Billing & Payments,Billing & Payments,0.8171188684448192,False,Billing,resolved,chat,"Honestly regretting this purchase. Bought the Pulse buds around 03-10-2024 form vireo.in. 5 days since payment, you havve no idea where it is and neither do I. I arleady checked with neighbours. I want a replacement or refund, nothing else.","misrouted - dlvry. xfer. Cust contacted re ord not delivered. chk AWB with crr. xfer to Logistics. RTO confirmed, reshipped."
TK-240085,2024-10-13 15:19,C103247,VR882257,VA-SW-NX1,Billing & Payments,Billing & Payments,0.3496104728227226,True,Billing,closed,social,"hi sir
i haven't reeceived my order, payment was done on 09 oct
itna paisa diya hai
the nexa smartwatch VR882257","re: delivery delayed | confirmed address w/ cx -> rto confirmed, reshipped"
TK-240086,2024-10-14 18:55,C102870,,VA-EB-PL1,Billing & Payments,Billing & Payments,0.8647705672583772,False,Billing,resolved,chat,"my order has not been delivered yet
i want my money back","misrouted - delivery. xfer. cx: shipment not received | checked awb with courier -> rto confirmed, reshipped | xfer logistics"
TK-240088,2024-10-15 18:15,C108567,VR898598,VA-EB-PL1,Billing & Payments,Billing & Payments,0.7283459786511894,False,Billing,resolved,email,"hi there, got pulse earbuds from vireo.in 10 days ago. payment successful but order not delivered. i checked the tracking page daily. very poor quality. please advise. thank you","RTO confirmed, reshipped. Issue: shipment not rcvd. Raised ticket with crr partner. Via Logistics. (SOP 3.1) [closed]"
TK-240089,2024-10-16 20:00,C106151,VR902408,VA-NB-ARC,Billing & Payments,Billing & Payments,0.7445427456785971,False,Billing,closed,chat,"Product: the neckband
Order: VR902408
Purchased: 11-10-2024
Issue: my order has not been delivered yet
Tried: called the courier
Expected: resolution","not a billing issue - dlvry query, transferring to logistics. reported: shipment not rcvd. chk awb w/ courier. transferred to logistics. rfnd approved, rs 1299, 5-7 working days."
TK-240091,2024-10-18 10:14,C107832,,VA-EB-AIR,Billing & Payments,Billing & Payments,0.5189642251493679,True,Billing,resolved,email,"Product: airlite earbuds
Purchased: 10-10-2024
Issue: my order has not been delivered yet
Tried: called the courier
Expected: refund","cx states ord not delivered. conf address w/ cx. xfer to Logistics. crr conf dlvry for 23 Oct, cx informed. (SOP 5.4)"
TK-240092,2024-10-21 11:50,C108430,VR903294,VA-SP-ORB,Billing & Payments,Billing & Payments,0.6367254663116206,False,Billing,resolved,chat,"Not what I expected from Vireo. I bought Orbit speaker on 16/10. I haven't received my order, payment was done on 16 Oct. I already called teh courier. Fix this or I am posting on twitter","1. Shipment not rcvd
2. Raised ticket with courier partner
3. Transferred to Logistics
4. Re-shipped from warehouse ~Imran"
TK-240093,2024-10-22 23:00,C104256,VR905027,VA-AC-CH65,Billing & Payments,Billing & Payments,0.5005157003855369,True,Billing,resolved,email,"To the Vireo Customer Care Team,

I am writing with reference to my order of the GaN charger (VR905027) placed on 13-10-2024. Paid but package not delivered even after 7 days. I have called the courier. I request you to kindly arrange a replacement.

Yours faithfully,
Dev Roy",cx: shipment not received | raised ticket with courier partner -> re-shipped from warehouse | xfer logistics
TK-240095,2024-10-25 10:57,C106702,,VA-SW-FIT,Billing & Payments,Billing & Payments,0.8511178755698267,False,Billing,resolved,email,"Dear Sir/Madam,

I am writing w/ reference to my ordder of the fit band placed on 19 Oct. Money gone from account, item not w/ me, 13 days. I have caled the courier. I request u to kindly arrange a replacement.

Sincerely,
Yash Dutta",payment ok. shipment issue. -> logistics cx reported shipment not received. raised ticket w/ courier partner. xfer to logistics. rfnd initiated as lost in transit.
TK-240097,2024-10-25 18:36,C109100,VR906342,VA-SW-FIT,Billing & Payments,Billing & Payments,0.8881661754687881,False,Billing,resolved,chat,"order not delivered, tracking not updating
VR906342","payment ok. shipment issue. -> logistics 1. dlvry delayed
2. Raised ticket with courier partner
3. Transferred to Logistics
4. rfnd approved, Rs 1699, 5-7 working days (SOP 2.7)"
TK-240098,2024-10-26 13:35,C105213,VR892231,VA-EB-AIR,Billing & Payments,Billing & Payments,0.5537629829263088,True,Billing,resolved,chat,"I bought airlite earbuds on 13/10. Paid on 13/10, still waiting for something to show up. I want my money back. Thanks in advance, Amit","bot tagged as billing, actually shipment issue. moved to logistics. -"
